Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message
44.479266,1600,,,,-0.00703125,0.043359375,-1.0296875,-0.067112356,-5.313906688,21.22722893,11.98015655,7187,0,254.3050004,0,0,0,0,0.27109375,
44.602814,1600,,,,0.005078125,0.051171875,-1.01015625,-0.065743836,-5.348848948,21.2228447,11.95129741,7190,0,253.6385814,0,0,0,0,0.269140625,
44.726229,1600,,,,-0.02890625,0.05078125,-1.063671875,-0.067086367,-5.318302205,21.2249176,11.8845753,7171,0,252.2491159,0,0,0,0,0.267578125,
44.850661,1600,,,,-0.01484375,0.01640625,-1.010546875,-0.065040622,-5.31317723,21.2233448,11.89110321,7167,0,252.3689038,0,0,0,0,0.2625,
44.974197,1600,,,,-0.012109375,0.033984375,-1.0484375,-0.066776276,-5.324895867,21.2196804,11.92411064,7167,0,253.0257876,0,0,0,0,0.25859375,
45.099572,1600,,,,-0.005859375,0.022265625,-0.994921875,-0.066869358,-5.318299211,21.21423645,11.95158027,7178,0,253.5429726,0,0,0,0,0.255078125,
45.226047,1600,,,,-0.015234375,0.041796875,-1.045703125,-0.066043236,-5.313713264,21.21248894,11.89755939,7171,0,252.375982,0,0,0,0,0.255078125,
45.350826,1600,,,,-0.00390625,0.009765625,-1.016796875,-0.066605329,-5.308495316,21.21149178,11.84717353,7177,0,251.2961977,0,0,0,0,0.254296875,
45.476504,1600,,,,-0.0265625,0.02109375,-1.02265625,-0.066362683,-5.273526812,21.21184158,11.87010845,7164,0,251.7867479,0,0,0,0,0.251171875,
45.602358,1600,,,,0.013671875,0.069921875,-1.076953125,-0.065745967,-5.281561412,21.20622139,11.87964996,7170,0,251.9224676,0,0,0,0,0.24921875,
45.723206,1600,,,,-0.001171875,0.034375,-1.033203125,-0.066292222,-5.284879602,21.2071022,11.86161064,7161,0,251.5503473,0,0,0,0,0.245703125,
45.844011,1600,,,,-0.029296875,0.078125,-1.030078125,-0.065880848,-5.285790494,21.201828,11.90248493,7162,0,252.3543947,0,0,0,0,0.24375,
45.963485,1600,,,,-0.01015625,0.0484375,-1.05546875,-0.065857512,-5.322331875,21.19945641,11.91366294,7156,0,252.5631501,0,0,0,0,0.242578125,
46.081062,1600,,,,-0.016796875,0.0296875,-1.026171875,-0.066571423,-5.329544789,21.19115829,11.98632968,7165,0,254.0037273,0,0,0,0,0.241796875,
46.201808,1600,,,,-0.028125,0.034765625,-1.02265625,-0.066788643,-5.335338511,21.18751793,11.96948226,7179,0,253.6018708,0,0,0,0,0.24140625,
46.325333,1600,,,,0.015234375,0.025,-1.043359375,-0.0655726,-5.326272326,21.19463577,11.84073471,7162,0,250.9600159,0,0,0,0,0.238671875,
46.451318,1600,,,,-0.008984375,0.041015625,-1.05234375,-0.065514508,-5.284195871,21.18965454,11.88209346,7159,0,251.7769823,0,0,0,0,0.2375,
